"","Title","Path","Box","Distrubutor","Release Date","Genre","Runtime","MPAA","Budget","Director"
"5623","Omar","/movies/?id=omar.htm",356000,"Adopt Films","February","Foreign",96,"Unrated",NA,NA
"5624","Ok Jaanu","/movies/?id=okjaanu.htm",355922,"FIP","January","Romance",135,"Unrated",NA,NA
"5625","The Lady","/movies/?id=lady2011.htm",355391,"Cohen Media Group","April","Drama",145,"R",NA,"Luc Besson"
"5626","Kahlil Gibran's The Prophet","/movies/?id=theprophet.htm",355343,"GKIDS","August","Animation",83,"PG",NA,"Roger Allers"
"5627","Eat That Question: Frank Zappa in His Own Words","/movies/?id=eatthatquestion.htm",355074,"Sony Classics","June","Documentary",90,"R",NA,NA
"5628","My Name Is Joe","/movies/?id=mynameisjoe.htm",354952,"Artisan","January","Romance",105,"R",NA,NA
"5629","Buffalo Soldiers","/movies/?id=buffalosoldiers.htm",354421,"Miramax","July","Unknown",98,"R",15,NA
"5630","Love Is the Devil","/movies/?id=loveisthedevil.htm",354004,"Strand","October","Historical Drama",90,"Unrated",NA,NA
"5631","Broadway: The Golden Age","/movies/?id=broadwaygoldenage.htm",353580,"Dada Films","June","Documentary",114,"Unrated",NA,NA
"5632","Branded","/movies/?id=branded.htm",353513,"Roadside Attractions","September","Action",106,"R",NA,NA
"5633","Comment Ma Mere Accoucha de Moi Durant","/movies/?id=commentmamere.htm",353275,"Alliance","February","Unknown",99,"Unrated",NA,NA
"5634","Like Dandelion Dust","/movies/?id=likedandeliondust.htm",352810,"Blue Collar Releasing","September","Drama",100,"PG-13",NA,NA
"5635","Effie Gray","/movies/?id=effiegray.htm",352534,"Adopt Films","April","Drama",108,"PG-13",NA,NA
"5636","The Princess of Montpensier","/movies/?id=princessofmontpensier.htm",352428,"IFC","April","Foreign",135,"Unrated",NA,NA
"5637","Lumumba","/movies/?id=lumumba.htm",352296,"Zeitgeist","June","Unknown",115,"Unrated",NA,NA
"5638","Long Strange Trip - The Untold Story of The Grateful Dead","/movies/?id=longstrangetriptheuntoldstoryofthegratefuldead.htm",351957,"Abramorama","May","Documentary",241,"R",NA,NA
"5639","Happy Bhaag Jayegi","/movies/?id=happybhaagjayegi.htm",351840,"Eros","August","Romantic Comedy",126,"Unrated",NA,NA
"5640","Black Cat, White Cat","/movies/?id=blackcatwhitecat.htm",351447,"USA Films","September","Unknown",135,"R",NA,NA
"5641","Everybody Wants to Be Italian","/movies/?id=everybodywantstobeitalian.htm",351416,"Roadside Attractions","September","Romantic Comedy",103,"R",3,NA
"5642","Kitchen Stories","/movies/?id=kitchenstories.htm",351235,"IFC","February","Unknown",92,"PG",NA,NA
"5643","Tokyo!","/movies/?id=tokyo09.htm",351059,"Liberation Entertainment","March","Foreign",112,"Unrated",NA,"Michel Gondry"
"5644","Singham","/movies/?id=singham.htm",350864,"Reliance Big Pictures","July","Foreign",143,"Unrated",NA,NA
"5645","Maps to the Stars","/movies/?id=mapstothestars.htm",350741,"Focus Features","February","Drama",111,"R",NA,"David Cronenberg"
"5646","Kahaani 2","/movies/?id=kahaani2.htm",350703,"Eros","December","Thriller",127,"Unrated",NA,NA
"5647","Chico & Rita","/movies/?id=chicoandrita.htm",350524,"GKIDS","February","Foreign",94,"Unrated",NA,NA
"5648","L.O.R.D: Legend of Ravaging Dynasties","/movies/?id=lord2016.htm",350456,"Asia Releasing","September","Animation",118,"Unrated",NA,NA
"5649","Since Otar Left","/movies/?id=sinceotarleft.htm",350391,"Zeitgeist","April","Unknown",102,"Unrated",NA,NA
"5650","The Face of Love","/movies/?id=faceoflove.htm",350006,"IFC","March","Drama",92,"PG-13",NA,NA
"5651","Wanted (2009)","/movies/?id=wanted09.htm",349637,"Eros","September","Foreign",120,"Unrated",NA,NA
"5652","Marilyn Hotchkiss' Ballroom Dancing & Charm School","/movies/?id=marilynhotchkiss.htm",349132,"IDP","March","Musical",100,"PG-13",NA,NA
"5653","The Merry Gentleman","/movies/?id=merrygentleman.htm",347977,"Samuel Goldwyn","May","Drama",110,"R",NA,"Michael Keaton"
"5654","Teeth","/movies/?id=teeth.htm",347578,"Roadside Attractions","January","Horror Comedy",88,"R",NA,NA
"5655","Billy: The Early Years of Billy Graham","/movies/?id=billyearlyyears.htm",347328,"Rocky Mountain Pictures","October","Drama",89,"PG",NA,NA
"5656","Noble","/movies/?id=noble.htm",347321,"Aspiration Media","May","Drama",101,"PG-13",NA,NA
"5657","Green Street Hooligans","/movies/?id=greenstreethooligans.htm",346830,"Freestyle Releasing","September","Crime",108,"R",NA,NA
"5658","The Angels' Share","/movies/?id=angelsshare.htm",346669,"IFC","April","Comedy / Drama",101,"Unrated",NA,"Ken Loach"
"5659","High-Rise","/movies/?id=highrise.htm",346472,"Magnolia","May","Action Drama",119,"R",NA,"Ben Wheatley"
"5660","The Second Jungle Book: Mowgli and Baloo","/movies/?id=secondjunglebook.htm",346056,"TriStar","May","Family Adventure",88,"PG",NA,NA
"5661","Dil Ka Rishtaa","/movies/?id=dilkarishtaa.htm",345649,"Tips","January","Unknown",NA,"Unrated",NA,NA
"5662","I Think I Do","/movies/?id=ithinkido.htm",345478,"Strand","April","Romantic Comedy",90,"Unrated",NA,NA
"5663","Kaal","/movies/?id=kaal.htm",345091,"Eros","April","Foreign",125,"PG-13",NA,NA
"5664","American Adobo","/movies/?id=americanadobo.htm",344992,"Outrider","January","Comedy",104,"R",NA,NA
"5665","The United States of Leland","/movies/?id=unitedstatesofleland.htm",343847,"Paramount Classics","April","Unknown",108,"R",NA,NA
"5666","Canelo vs. Chavez Jr.","/movies/?id=canelovschavezjr.htm",343387,"Fathom","May","Documentary",NA,"Unrated",NA,NA
"5667","Drinking Buddies","/movies/?id=drinkingbuddies.htm",343341,"Magnolia","August","Comedy / Drama",90,"R",NA,"Joe Swanberg"
"5668","The Woman's Balcony","/movies/?id=thewomansbalcony.htm",343111,"Menemsha","March","Comedy / Drama",96,"Unrated",NA,NA
"5669","Koch","/movies/?id=koch.htm",342941,"Zeitgeist","February","Documentary",95,"Unrated",NA,NA
"5670","A Werewolf Boy","/movies/?id=werewolfboy.htm",342922,"CJ Entertainment","November","Foreign",125,"Unrated",NA,NA
"5671","Sleuth (2007)","/movies/?id=sleuth07.htm",342895,"Sony Classics","October","Thriller",86,"R",NA,"Kenneth Branagh"
"5672","The Shining (2013 re-release)","/movies/?id=shining2013.htm",342749,"Warner Bros.","October","Horror",NA,"R",NA,NA
"5673","The Dying Gaul","/movies/?id=dyinggaul.htm",342747,"Holedigger Studios","November","Thriller",105,"R",NA,"Craig Lucas"
"5674","Le Chef","/movies/?id=lechef.htm",342667,"Cohen Media Group","June","Foreign",84,"PG-13",NA,NA
"5675","Lawrence of Arabia (re-issue) (2002)","/movies/?id=lawrenceofarabia02.htm",342481,"Sony / Columbia","September","Unknown",216,"PG",NA,NA
"5676","Talvar","/movies/?id=talvar.htm",342370,"Reliance Films","October","Crime Thriller",132,"Unrated",NA,NA
"5677","Gori Tere Pyaar Mein","/movies/?id=goriterepyaarmein.htm",342184,"Reliance Big Pictures","November","Foreign",NA,"Unrated",NA,NA
"5678","Creation","/movies/?id=creation.htm",341323,"Newmarket","January","Historical Drama",108,"PG-13",NA,NA
"5679","Les Dangereux","/movies/?id=lesdangereux.htm",341280,"Christal Films","December","Unknown",108,"Unrated",NA,NA
"5680","Jellyfish","/movies/?id=jellyfish.htm",341221,"Zeitgeist","April","Foreign",78,"Unrated",NA,NA
"5681","Jimi: All Is By My Side","/movies/?id=jimi.htm",340911,"Xlrator Media","September","Music Drama",118,"R",NA,"John Ridley"
"5682","Starbuck (U.S. only)","/movies/?id=starbuck.htm",340058,"eOne Entertainment","March","Comedy",103,"R",NA,"Ken Scott"
"5683","Albino Alligator","/movies/?id=albinoalligator.htm",339379,"Miramax","January","Unknown",94,"R",6,NA
"5684","Happy People: A Year in the Taiga","/movies/?id=happypeople.htm",338987,"Music Box Films","January","Documentary",90,"Unrated",NA,"Werner Herzog"
"5685","Red Hook Summer","/movies/?id=redhooksummer.htm",338803,"Variance Films","August","Drama",121,"R",NA,"Spike Lee"
"5686","Lorna's Silence","/movies/?id=lornassilence.htm",338795,"Sony Classics","July","Foreign",105,"R",NA,NA
"5687","Chinese Puzzle","/movies/?id=chinesepuzzle.htm",338523,"Cohen Media Group","May","Foreign",117,"R",NA,NA
"5688","Northern Limit Line","/movies/?id=northernlimitline.htm",337907,"Well Go USA","July","War Drama",130,"Unrated",NA,NA
"5689","Ran (re-issue)","/movies/?id=ran00.htm",337587,"Wellspring","June","Unknown",160,"R",NA,NA
"5690","The Private Lives of Pippa Lee","/movies/?id=privatelivesofpippalee.htm",337356,"Screen Media","November","Comedy / Drama",98,"R",NA,"Rebecca Miller"
"5691","Don't Move","/movies/?id=dontmove.htm",337265,"Northern Arts","March","Foreign",119,"Unrated",NA,NA
"5692","The Singing Detective","/movies/?id=singingdetective.htm",337174,"Paramount Classics","October","Unknown",109,"R",NA,"Keith Gordon"
"5693","Kyon? Ho Gaya Pyu","/movies/?id=kyon.htm",336909,"Eros","August","Foreign",NA,"Unrated",NA,NA
"5694","Shaadi No. 1","/movies/?id=shaadino1.htm",336772,"Eros","November","Foreign",133,"Unrated",NA,NA
"5695","Welcome to Collinwood","/movies/?id=welcometocollinwood.htm",336620,"Warner Bros.","October","Crime Comedy",86,"R",NA,"Anthony Russo"
"5696","Tout est Parfait","/movies/?id=toutestparfait.htm",336569,"Alliance","February","Foreign",118,"R",NA,NA
"5697","I Origins","/movies/?id=iorigins.htm",336472,"Fox Searchlight","July","Drama",113,"R",NA,NA
"5698","Enter the Void","/movies/?id=enterthevoid.htm",336467,"IFC","September","Drama",150,"Unrated",16,"Gaspar Noe"
"5699","Kings of Pastry","/movies/?id=kingsofpastry.htm",336386,"First Run","September","Documentary",84,"Unrated",NA,NA
"5700","Wooly Boys","/movies/?id=woolyboys.htm",335726,"MAC Releasing","January","Unknown",99,"PG",NA,"Leszek Burzynski"
"5701","Diana","/movies/?id=diana.htm",335359,"Entertainment One","November","Drama",113,"PG-13",NA,NA
"5702","The 2006 Academy Award Nominated Short Films","/movies/?id=2006shortfilms.htm",335090,"Magnolia","February","Unknown",189,"Unrated",NA,NA
"5703","Chup Chup Ke","/movies/?id=chupchupke.htm",334618,"UTV Communications","June","Foreign",164,"Unrated",NA,NA
"5704","Like Father, Like Son (2014)","/movies/?id=fatherson.htm",334616,"IFC","January","Foreign",121,"Unrated",NA,NA
"5705","The Devil and Daniel Johnston","/movies/?id=devilanddanieljohnston.htm",334450,"Sony Classics","March","Documentary",110,"PG-13",NA,NA
"5706","Welcome to Sarajevo","/movies/?id=welcometosarajevo.htm",334319,"Miramax","November","Unknown",103,"R",9,"Michael Winterbottom"
"5707","The Bicycle Thief (1998 re-issue)","/movies/?id=bicyclethief98.htm",334293,"Kino","October","Foreign",93,"Unrated",NA,NA
"5708","Monument Ave.","/movies/?id=monumentave.htm",333760,"Lions Gate","September","Crime Drama",93,"R",11,NA
"5709","The Memory of a Killer","/movies/?id=memoryofakiller.htm",333707,"Sony Classics","August","Foreign",125,"R",NA,NA
"5710","This Is Not What I Expected","/movies/?id=thisisnotwhatiexpected.htm",333572,"Well Go USA","May","Romantic Comedy",105,"Unrated",NA,NA
"5711","Ballet 422","/movies/?id=ballet422.htm",333554,"Magnolia","February","Documentary",72,"PG",NA,NA
"5712","The Guest (2014)","/movies/?id=guest2014.htm",332890,"Picturehouse (II)","September","Thriller",99,"R",NA,"Adam Wingard"
"5713","Gabrielle","/movies/?id=gabrielle.htm",332829,"IFC","July","Foreign",90,"Unrated",NA,NA
"5714","The Assignment","/movies/?id=assignment.htm",332597,"Sony / Columbia","September","Action Thriller",119,"R",NA,NA
"5715","Zinda","/movies/?id=zinda.htm",332491,"Eros","January","Foreign",114,"Unrated",NA,"Rajat Rawail"
"5716","The First Grader","/movies/?id=firstgrader.htm",332306,"National Geographic Entertainment","May","Drama",103,"PG-13",NA,"Justin Chadwick"
"5717","Te3n","/movies/?id=te3n.htm",331507,"Reliance Films","June","Crime Thriller",135,"Unrated",NA,NA
"5718","Yuva","/movies/?id=yuva.htm",331166,"Net Effect","May","Unknown",160,"Unrated",NA,NA
"5719","The Lady and the Duke","/movies/?id=ladyandtheduke.htm",331051,"Sony Classics","May","Unknown",98,"PG-13",NA,NA
"5720","Lawless Heart","/movies/?id=lawlessheart.htm",330067,"First Look","February","Unknown",110,"R",NA,NA
"5721","Zelary","/movies/?id=zelary.htm",330033,"Sony Classics","September","Foreign",148,"R",NA,NA
"5722","Cheech","/movies/?id=cheech.htm",329972,"Alliance","October","Foreign",104,"Unrated",NA,NA
"5723","This Is England","/movies/?id=thisisengland.htm",329379,"IFC","July","Drama",100,"Unrated",NA,NA
"5724","Kissed","/movies/?id=kissed.htm",329211,"Samuel Goldwyn","April","Drama",78,"R",NA,NA
"5725","Kaashmora","/movies/?id=kaashmora.htm",327959,"CineGalaxy","October","Fantasy",163,"Unrated",NA,NA
"5726","Super","/movies/?id=super2011.htm",327716,"IFC","April","Comedy",90,"R",25,"James Gunn"
"5727","Viruddh","/movies/?id=viruddh.htm",327615,"UTV Communications","July","Foreign",150,"Unrated",NA,NA
"5728","Elaine Stritch: Shoot Me","/movies/?id=elainestritch.htm",327452,"IFC","February","Documentary",81,"Unrated",NA,NA
"5729","Liberal Arts","/movies/?id=liberalarts.htm",327345,"IFC","September","Comedy / Drama",97,"PG-13",NA,"Josh Radnor"
"5730","Nymphomaniac: Volume II","/movies/?id=nymphomaniacpart2.htm",327167,"Magnolia","April","Drama",124,"Unrated",NA,"Lars Von Trier"
"5731","The Road to Guantanamo","/movies/?id=roadtoguantanamo.htm",326876,"IDP","June","Drama",95,"R",NA,"Michael Winterbottom"
"5732","Come Undone","/movies/?id=comeundone.htm",326484,"Picture This!","June","Foreign",98,"R",NA,NA
"5733","Russian Dolls","/movies/?id=russiandolls.htm",326095,"IFC","May","Foreign",129,"Unrated",NA,NA
"5734","Ju-On: The Grudge","/movies/?id=juonthegrudge.htm",325680,"Vitagraph","July","Foreign / Horror",90,"R",NA,NA
"5735","The Central Park Five","/movies/?id=centralparkfive.htm",325653,"IFC","November","Documentary",119,"Unrated",NA,NA
"5736","Stranger By the Lake","/movies/?id=strangerbythelake.htm",325196,"Strand","January","Foreign",100,"Unrated",NA,NA
"5737","City of Men","/movies/?id=cityofmen.htm",325131,"Miramax","February","Foreign",110,"R",NA,NA
"5738","Camp (2013)","/movies/?id=camp2013.htm",324977,"Freestyle Releasing","February","Drama",111,"PG-13",NA,NA
"5739","Shamitabh","/movies/?id=shamitabh.htm",324597,"Eros","February","Foreign",155,"Unrated",NA,NA
"5740","Les Enfants Du Marais","/movies/?id=lesenfantsdumarais.htm",324006,"Lions Gate","October","Unknown",110,"Unrated",NA,NA
"5741","Me You Them","/movies/?id=meyouthem.htm",323923,"Sony Classics","March","Foreign",104,"PG-13",NA,NA
"5742","The Boys of Baraka","/movies/?id=boysofbaraka.htm",323860,"ThinkFilm","November","Documentary",84,"R",NA,NA
"5743","The Education of Little Tree","/movies/?id=educationoflittletree.htm",323411,"Paramount","December","Unknown",112,"PG",NA,NA
"5744","Winter Sleepers","/movies/?id=wintersleepers.htm",323041,"Winstar","March","Foreign",122,"Unrated",NA,"Tom Tykwer"
"5745","The Last Waltz (re-issue)","/movies/?id=lastwaltz02.htm",322313,"MGM","April","Concert",117,"PG",NA,NA
"5746","The Bounce Back","/movies/?id=thebounceback.htm",321910,"Viva Pictures Distribution","December","Romantic Comedy",104,"PG-13",NA,NA
"5747","Jafar Panahi's Taxi","/movies/?id=taxitehran.htm",321642,"Kino Lorber","October","Drama",82,"Unrated",NA,"Jafar Panahi"
"5748","Days of Glory","/movies/?id=daysofglory.htm",320700,"Weinstein Company","December","Foreign",125,"R",NA,"Rachid Bouchareb"
"5749","A Film Unfinished","/movies/?id=afilmunfinished.htm",320486,"Oscilloscope Pictures","August","Documentary",88,"Unrated",NA,NA
"5750","Happy Together","/movies/?id=happytogether.htm",320319,"Kino","October","Unknown",96,"PG-13",NA,"Wong Kar Wai"
"5751","Chuck","/movies/?id=chuck.htm",320217,"IFC","May","Sports Drama",101,"R",NA,NA
"5752","Die Mommie Die!","/movies/?id=diemommiedie.htm",320092,"Sundance Film Series","October","Unknown",94,"R",NA,NA
"5753","Winter Solstice","/movies/?id=wintersolstice.htm",319355,"Paramount Classics","April","Drama",93,"R",NA,"Josh Sternfeld"
"5754","The Safety of Objects","/movies/?id=safetyofobjects.htm",319299,"IFC","March","Unknown",121,"R",NA,NA
"5755","Compliance","/movies/?id=compliance.htm",319285,"Magnolia","August","Drama / Thriller",90,"R",NA,NA
"5756","Steve Harvey's Don't Trip... He Ain't Through with Me Yet!","/movies/?id=donttripheaintthrough.htm",319021,"Freestyle Releasing","March","Comedy",77,"PG",NA,NA
"5757","Adore","/movies/?id=adore.htm",318982,"Exclusive Media","September","Drama",100,"R",NA,NA
"5758","Bride of the Wind","/movies/?id=brideofthewind.htm",318823,"Paramount Classics","June","Historical Drama",99,"R",NA,"Bruce Beresford"
"5759","Bukowski: Born Into This","/movies/?id=bukowskibornintothis.htm",318816,"Magnolia","May","Documentary",130,"R",NA,NA
"5760","Telling Lies in America","/movies/?id=tellingliesinamerica.htm",318809,"Banner Entertainment","October","Unknown",101,"PG-13",4,NA
"5761","The Yellow Handkerchief","/movies/?id=yellowhandkerchief.htm",318623,"Samuel Goldwyn","February","Drama",102,"PG-13",155,NA
"5762","Thirst","/movies/?id=thirst.htm",318574,"Focus Features","July","Foreign / Horror",134,"R",NA,"Chan-wook Park"
"5763","Trekkies","/movies/?id=trekkies.htm",318246,"Paramount Classics","May","Documentary",86,"PG",NA,NA
"5764","Not Today","/movies/?id=nottoday.htm",318121,"Freestyle Releasing","April","Drama",118,"PG-13",NA,NA
"5765","Today's Special","/movies/?id=todaysspecial.htm",317831,"Vitagraph","November","Comedy",99,"R",NA,NA
"5766","Saathiya","/movies/?id=saathiya.htm",317564,"Yash Raj","December","Unknown",138,"Unrated",NA,NA
"5767","Lovers of the Arctic Circle","/movies/?id=loversofthearcticcircle.htm",317422,"Fine Line","April","Foreign",112,"R",NA,NA
"5768","The Salt of Life","/movies/?id=saltoflife.htm",317405,"Zeitgeist","March","Foreign",90,"Unrated",NA,NA
"5769","On My Way","/movies/?id=onmyway.htm",317324,"Cohen Media Group","March","Foreign",116,"Unrated",NA,NA
"5770","AmeriGeddon","/movies/?id=amerigeddon.htm",316554,"Forewarned","May","Action",90,"PG-13",NA,NA
"5771","Good Kill","/movies/?id=goodkill.htm",316472,"IFC","May","Drama",102,"R",NA,"Andrew Niccol"
"5772","Sweet Sixteen","/movies/?id=sweetsixteen.htm",316319,"Lions Gate","May","Drama",106,"R",NA,NA
"5773","David and Goliath","/movies/?id=davidandgoliath.htm",316100,"Ripple Effect Inc.","April","Thriller",92,"PG",NA,NA
"5774","Le Dernier Souffle","/movies/?id=lederniersouffle.htm",316043,"Lions Gate","March","Unknown",105,"Unrated",NA,NA
"5775","Under the Sun","/movies/?id=underthesun.htm",316020,"Shadow Dist.","August","Foreign",130,"Unrated",NA,NA
"5776","Life Is Beautiful (dubbed)","/movies/?id=lifeisbeautifuldubbed.htm",315880,"Miramax","November","Foreign",116,"PG-13",NA,NA
"5777","Elling","/movies/?id=elling.htm",314729,"First Look","May","Foreign",89,"R",NA,NA
"5778","Pukar","/movies/?id=pukar.htm",314701,"Eros","February","Unknown",NA,"Unrated",NA,NA
"5779","America's Heart and Soul","/movies/?id=americasheartandsoul.htm",314402,"Buena Vista","July","Documentary",88,"PG",NA,NA
"5780","Happy Ending","/movies/?id=happyending.htm",313770,"Eros","November","Foreign",NA,"Unrated",NA,NA
"5781","Grass","/movies/?id=grass.htm",313039,"Unapix Ent.","May","Documentary",80,"R",NA,NA
"5782","Back to 1942","/movies/?id=backto1942.htm",312954,"China Lion","November","Foreign",146,"Unrated",NA,NA
"5783","Tais-toi","/movies/?id=taistoi.htm",312824,"Christal Films","March","Unknown",85,"Unrated",NA,NA
"5784","For the Bible Tells Me So","/movies/?id=forthebibletellsmeso.htm",312751,"First Run","October","Documentary",95,"Unrated",NA,NA
"5785","The Hornet's Nest","/movies/?id=hornetsnest14.htm",312706,"Freestyle Releasing","May","Documentary",93,"R",NA,NA
"5786","L'Amour Fou","/movies/?id=lamourfou.htm",312494,"IFC","May","Foreign",100,"Unrated",NA,NA
"5787","The Gatekeeper","/movies/?id=gatekeeper.htm",312434,"Gatekeeper","April","Unknown",103,"R",NA,NA
"5788","The Mill and the Cross","/movies/?id=millandthecross.htm",312187,"Kino Classics","September","Historical Drama",92,"Unrated",NA,NA
"5789","The Flowers of War","/movies/?id=flowersofwar.htm",311434,"Wrekin Hill","January","Historical Drama",141,"R",NA,"Zhang Yimou"
"5790","Running Man (2015)","/movies/?id=runningman2015.htm",310978,"China Lion","January","Foreign",88,"Unrated",NA,NA
"5791","Hindustan Ki Kasam","/movies/?id=hindustankikasam.htm",310330,"Eros","July","Unknown",153,"Unrated",NA,NA
"5792","West of Memphis","/movies/?id=westofmemphis.htm",310154,"Sony Classics","December","Documentary",147,"R",NA,NA
"5793","I Am Eleven","/movies/?id=iameleven.htm",310116,"Proud Mother Pictures","September","Documentary",94,"Unrated",NA,NA
"5794","A Cat in Paris","/movies/?id=acatinparis.htm",309973,"GKIDS","June","Animation",70,"PG",NA,NA
"5795","My Life as a Zucchini","/movies/?id=mylifeasazucchini.htm",309766,"GKIDS","February","Animation",68,"PG-13",NA,NA
"5796","Dark Days","/movies/?id=darkdays.htm",309648,"Palm","September","Unknown",84,"Unrated",NA,NA
"5797","Adam & Steve","/movies/?id=adamandsteve.htm",309404,"TLA Releasing","March","Romantic Comedy",99,"R",NA,NA
"5798","Love (2012)","/movies/?id=love2012.htm",309200,"China Lion","February","Foreign",NA,"Unrated",NA,NA
"5799","Bigger, Stronger, Faster*","/movies/?id=biggerstrongerfaster.htm",308575,"Magnolia","May","Documentary",105,"PG-13",NA,"Christopher Bell"
"5800","Masti","/movies/?id=masti.htm",308566,"Eros","April","Unknown",167,"Unrated",NA,NA
"5801","Pumpkin","/movies/?id=pumpkin.htm",308552,"MGM","June","Comedy",113,"R",NA,NA
"5802","Merchants of Doubt","/movies/?id=merchantsofdoubt.htm",308156,"Sony Classics","March","Documentary",96,"PG-13",NA,NA
"5803","Never Again","/movies/?id=neveragain.htm",307631,"Focus Features","July","Romantic Comedy",97,"R",NA,NA
"5804","Dot the I","/movies/?id=dotthei.htm",307486,"Freestyle Releasing","March","Romantic Thriller",92,"R",NA,NA
"5805","Intacto","/movies/?id=intacto.htm",307333,"Lions Gate","December","Unknown",148,"R",NA,"Juan Carlos Fresnadillo"
"5806","Lost and Delirious","/movies/?id=lostandelirious.htm",307233,"Lions Gate","July","Unknown",104,"R",NA,NA
"5807","Secuestro Express","/movies/?id=secuestroexpress.htm",307208,"Miramax","August","Foreign",90,"R",NA,NA
"5808","Francofonia","/movies/?id=francofonia.htm",307040,"Music Box Films","April","Documentary",88,"Unrated",NA,NA
"5809","Whatever","/movies/?id=whatever.htm",307037,"Sony Classics","July","Unknown",113,"R",1e+06,NA
"5810","The Magdalene Sisters (Canada)","/movies/?id=magdalenesistersca.htm",306989,"Alliance","July","Unknown",119,"R",NA,NA
"5811","A Five Star Life","/movies/?id=fivestarlife.htm",306917,"Music Box Films","July","Foreign",85,"Unrated",NA,NA
"5812","This Film Is Not Yet Rated","/movies/?id=thisfilmisnotyetrated.htm",306845,"IFC","September","Documentary",97,"Unrated",NA,"Kirby Dick"
"5813","The Trip","/movies/?id=trip.htm",306567,"TLA Releasing","May","Unknown",95,"R",NA,NA
"5814","Constellation","/movies/?id=constellation.htm",306533,"The Bigger Picture","February","Drama",102,"PG-13",NA,NA
"5815","Unmistaken Child","/movies/?id=unmistakenchild.htm",306140,"Oscilloscope Pictures","June","Documentary",102,"Unrated",NA,NA
"5816","Attack on Titan: Part 2","/movies/?id=attackontitanpart2.htm",305934,"FUNimation Films","October","Action Fantasy",NA,"Unrated",NA,NA
"5817","Pretty Persuasion","/movies/?id=prettypersuasion.htm",305800,"IDP","August","Comedy",104,"R",NA,"Marcos Siega"
"5818","Hair Show","/movies/?id=hairshow.htm",305281,"Innovation Film Group","October","Comedy",104,"PG-13",NA,NA
"5819","Khushi","/movies/?id=khushi.htm",305205,"Eros","February","Unknown",NA,"Unrated",NA,NA
"5820","Me Without You","/movies/?id=mewithoutyou.htm",304909,"IDP","July","Unknown",108,"R",NA,NA
"5821","Four Lions","/movies/?id=fourlions.htm",304616,"Drafthouse","November","Comedy",97,"R",NA,NA
"5822","Fido","/movies/?id=fido.htm",304533,"Roadside Attractions","June","Horror Comedy",91,"R",NA,NA
"5823","Stolen (2012)","/movies/?id=stolen2012.htm",304318,"Millennium Ent.","September","Action Thriller",96,"R",NA,"Simon West"
"5824","The Holy Girl","/movies/?id=holygirl.htm",304124,"Fine Line","April","Foreign",106,"R",NA,NA
"5825","Being Elmo: A Puppeteer's Journey","/movies/?id=beingelmo.htm",304052,"Submarine Deluxe","October","Documentary",76,"PG",NA,NA
"5826","White Material","/movies/?id=whitematerial.htm",304020,"IFC","November","Foreign",100,"Unrated",NA,NA
"5827","In the Land of Blood and Honey","/movies/?id=inthelandofbloodandhoney.htm",303877,"FilmDistrict","December","Drama",127,"R",NA,"Angelina Jolie"
"5828","NH10","/movies/?id=nh10.htm",303587,"Eros","March","Foreign",115,"Unrated",NA,NA
"5829","OSS 117: Cairo, Nest of Spies","/movies/?id=oss117.htm",303543,"Music Box Films","May","Foreign",99,"Unrated",NA,"Michel Hazanavicius"
"5830","The Life Before Her Eyes","/movies/?id=lifebeforehereyes.htm",303439,"Magnolia","April","Drama",90,"R",13,"Vadim Perelman"
"5831","Mood Indigo","/movies/?id=moodindigo.htm",303187,"Drafthouse","July","Foreign",94,"Unrated",NA,"Michel Gondry"
"5832","Holy Rollers","/movies/?id=holyrollers.htm",303064,"First Independent Pictures","May","Crime Drama",89,"R",NA,NA
"5833","Mia Madre","/movies/?id=miamadre.htm",303002,"Music Box Films","August","Drama",107,"R",NA,NA
"5834","Chalk","/movies/?id=chalk.htm",302845,"Arts Alliance America","May","Comedy / Drama",85,"PG-13",NA,NA
"5835","Linsanity","/movies/?id=linsanity.htm",302645,"Ketchup Entertainment","October","Documentary",89,"PG",NA,NA
"5836","Kabul Express","/movies/?id=kabulexpress.htm",302458,"Yash Raj","December","Foreign",104,"Unrated",NA,NA
"5837","O'Horten","/movies/?id=ohorten.htm",302232,"Sony Classics","May","Foreign",90,"PG-13",NA,NA
"5838","Mr. Jealousy","/movies/?id=mrjealousy.htm",301796,"Lions Gate","June","Romantic Comedy",100,"R",NA,"Noah Baumbach"
"5839","Lilies","/movies/?id=lilies.htm",301548,"Turbulent Arts","October","Unknown",95,"R",NA,NA
"5840","God Grew Tired of Us","/movies/?id=godgrewtiredofus.htm",301447,"Newmarket","January","Documentary",89,"PG",NA,NA
"5841","Crazy Love","/movies/?id=crazylove.htm",301027,"Magnolia","June","Documentary",91,"PG-13",NA,NA
"5842","Armaan: The Desire","/movies/?id=armaanthedesire.htm",301010,"Eros","May","Unknown",NA,"Unrated",NA,NA
"5843","42 Up","/movies/?id=42up.htm",300880,"First Run","November","Documentary",139,"Unrated",NA,NA
"5844","Different for Girls","/movies/?id=differentforgirls.htm",300645,"First Look","September","Unknown",97,"R",NA,NA
"5845","Sukob (The Wedding Curse)","/movies/?id=sukob.htm",300454,"ABS-CBN International","August","Foreign / Horror",100,"Unrated",NA,NA
"5846","Cronicas","/movies/?id=cronicas.htm",300322,"Palm","July","Drama / Thriller",108,"R",NA,NA
